order_id,estimated_delivery_time,delivery_time
ca3b8093576a51bea61c9782c7771f62,50,18
7a7d2c889e27d93b2005462a8788e168,50,26
92b44b87f1f7670b8911c5f0e642435e,50,7
b330d4bdde86ff11a726ee57dd2a7d75,50,11
59e7ca596664da0a459a145eb95cc9c5,50,19
e2eaf909eb6ba881117aa407992a5ffb,50,40
1b2d622f7ebb8e65f7de3e389f052540,52,20
323dad8c483c7f8b818a825d257f4aa0,52,7
2e32dea8a4d1ae5499a67674b387bc6a,52,21
a241bea87dcdd0160ca94ebdba5bdbb9,52,7
88130f20a472f28fcca9dd5d50358820,54,14
b8b9d7046c083150cb5360b83a8ebb51,52,12
59fa27082bb77c5dbd8a6568f3b34380,52,26
3f72d2b757e725cd48a4726f831c7789,54,12
e2144124f98f3bf46939bc5183104041,52,8
90aea7c4e52538a18cb9bbfd16f09185,54,43
84d8cb80e8228cbea6d970499c3ce3c3,50,19
7d0eb8de17d494f4151e4470cd1b0605,52,11
d2945e686c883978378a10e49be7fb24,52,11
cb29497c3782a76b57327c055d58b0e0,54,24
9aa3197e4887919fde0307fc23601d7a,52,11
f001655c8c646cd1b5185bbc2e7534f3,54,19
03128233e78ed8ade6738f2043f4cf8d,54,26
dd11631d8b02780b78bd97ec44a1ca8c,54,30
cfdc6f2061897ed3b3f1a9ac3437c6f9,54,12
f781dacd75aa73166785a35929546894,52,33
51725d3e4bdfc97e28b40543310da8a3,54,21
b0cfee6ce5503781be6004e0e31e4309,54,55
ed90ba41c41da31da8e891ff43a584d1,52,7
22613579f7d11cc59c4347526fc3c79e,54,14
5204d67853f827d1ee32810bf8f2d6c2,54,8
517e0a52c193102990befc46a5c5245a,52,11
893dc49276696129a9bf6f2a9fe23e57,54,29
46046adea0e222a29259bad3d922fee8,54,20
356b492aba2d1a7da886e54e0b6212b7,54,26
4d66b3a9d12facad48a3b23cc9fe7898,54,13
bb9fd560a08ca7403789dedaca85da14,54,31
4eca6c2d172953276c75dd0e1bedce25,52,7
bcbc0973414b1dd97555e6f8e9713cfa,54,11
a9fc3ae13c740ad46532fd50b61c69d5,54,8
63638a6806d67773f3adba8534553fff,54,51
ac2b7c522d811acba0aa270ed3e112e4,54,8
dc5f6cd4492bbffe5bcda9b87856c9a5,54,21
cb2b577a4ebd84bf84ff3990084d490f,54,26
64f5569ef96004a1e1137bdf28fd4c45,54,25
c78634fb21ecbb54b2b2498a660082ac,52,18
1069874467b6a425853288c450f68fc9,52,20
376cc9a8f827d17966ea7c4b182f4426,52,7
18dad78c0f87f4c45ef196daeaa3ffbb,54,12
34c718970b33419ed6d537a90366231b,54,26
98750f114ae6088d04ea0d3cfe3f137f,54,23
6ef172eee30cfbfa01516ce2eb2ee68f,52,7
5bda3e4d7080c484cd646a53165a7892,52,40
389815397a4bcdf3dcf64b90c25b3140,54,10
76458889992169d3135b264dc13aec67,52,13
5da2004d85f2828349d887c989da2adc,54,51
05c7d88e9c05e1fa1428f1ff2dcc29da,52,27
9315757eaf0e782619bed131508dbddb,52,30
f7886facb594e65f0c41cdbb0583b560,54,14
14b01335f19b97fce1437168032ae388,54,13
50f357099566f1be7abfaf8d9dc5b004,52,16
86df4a2f1f5cd47ee3f5bf1781240d1a,54,21
f7310018040436b01ab03f81b301b5de,52,7
02190241f7190a1f3c7e0df95a749c6a,52,19
f688669f48063536e082bb32d634cd46,52,13
2d9e3c3c7f0f3ba8a8fa3db2f1211ceb,54,32
835bf4777ad72891587719f1098e3528,52,7
a41c8759fbe7aab36ea07e038b2d4465,56,30
7033745709b7cf1bac7d2533663592de,56,7
a08d1f4b300c3d7ec52f5f9a74234eca,50,11
6ece326e25f193d084e3dc092bbdd93b,54,17
38c5c2886f2aab75bb1ae3f79a3f300d,52,18
08edff712f0cd04883215bdb5b0d7c7f,52,7
2825848807f070485f0f0ef3829758f4,51,7
ed3d575bd3358123b063ee64cdecdef5,52,7
b3aa45b7ba0f950a1b163a9f85f613de,51,10
f31853a4f30d4851c847e4494663e749,54,18
2276cb38c742033aac3f4a4d67b57ab3,54,24
deb08269080b64b8e69bcd06b808889a,52,6
2f9d4ee8ca77fe0951ebfe9064cad953,51,19
e4ccaabafa125b3b39a9331b0abced9d,52,17
8d47519f5c9c42540b37bd3db0492878,56,33
b04bd4e0a1a21fef81b1f24f6fb81c08,50,10
8c78d01de3a9009e23d6877a7cc9be20,52,17
3d7d60b10ba4b43cf6f6d5df2e933f67,50,20
ae0913baa54f18027667d8049c36fde2,56,26
262118ce178bb3e4590a3adcf6d62e6b,54,42
b44d71edad65f41824d2e177470ef8f6,50,14
c98b0fbac2717f072d5089e8af088304,52,7
f205336be829af209878b6339cf02c7e,54,21
0d9664d8da1dc4337269071b39e19423,54,20
7cb5aaf8b7b7b439174c2e4efdf4c7a3,54,32
d0fc18b01244d3a08b0fd12deede8201,54,25
6335afd8e6b7eb0ebc8bb71ea0008f6f,52,9
d743f434cc2921729af830ce00d474b3,54,18
6ad644c08b98d152d28f183097633d41,52,12
8fe36dfd03ccfe3ed3d492c146705b9d,51,8
05bfcf9e287cad216cadb8a850f8db5c,54,32
8b160e3e272dcca4665850aae31ae6fd,52,17
f9c44da06151c190a9a6c9c712873d10,52,6
0891b66cbcc48cf64f31ae9cae3d08d8,51,17
75fb23d26903b71ce3dd550ae22d2cc1,50,7
b88cd65e1d90bf6e185bf9b6f0b614cd,50,8
1970f2fb4b83ff962a75b064abc37f4c,54,22
ce9840efc17fbec501472f7c784be1bf,54,17
67418605ab8f9414a2e238bbcdde1312,52,7
6b5e619dedba6d4297fb10dd5886912f,52,12
985db56d4cabd2577d0960194dd2cd5a,56,23
1b122a7be89622f672bb41380a83b69f,52,7
d263c89354a73314488491185858af42,50,8
45ec58d30f2023e4dac16d956a657ddd,50,17
1c4deb98d216d2fda120204a5fcfb57d,56,26
d3a84031db6c5de813d5a3a3489712ca,51,4
6e0d2539e48e84296bae6290de41058c,56,43
5cd498954e2b37d71b315166809b4bd7,54,20
06d7e8a85f5cfef576c5303ed7d7f2e5,54,12
24523db64c1af3f40f27cb4416fa5ea6,54,12
98beb6d036255a151fd6d5000ad66da8,54,10
8e7ef380ad5ae407dffbe2f0826cae73,54,10
27c7c6aa7b6f3de99d2a3a64674d296f,56,12
ae8a60e4b03c5a4ba9ca0672c164b181,58,30
fd4b04818375a4ba579a80c8d37f1b24,54,11
7559c51df991c6861e6a8be5fb1e3751,54,18
19feb5627c41ea1b36a8e50a469b3644,54,13
1dd1d53c1ea5df0ef093bf150807315f,54,24
8729a8f7c27d03afe731463091711489,56,27
7254ba1421bac35de5d5da660715bf0e,54,20
640aef9709beda161ca0b5af58ac437c,54,20
119d2d80c921d5b4806a1b19b4e8c531,54,7
0c7fc95baa5e16992ed412ccea7f28b3,56,8
e439ced3d48f1a77f6ecc029cc946a6f,54,17
5c5c9fde60ffb741545cf2608e8c12ca,53,9
dc91dbf7defabdf37c52672a989bad1b,56,20
48c43415ea1c4af9afa92542183b6e55,52,21
8c72f52f7655510c1ec81f3b9019c638,53,7
8213bc96304fc0881189c4525f3002f7,52,7
3379d980824f0aa5dab057f2530759bb,52,8
11837ac14fcdfb163c0b78d91be89498,56,40
89f586f0cbddc6428831c41c8c333c66,53,7
c8258090bca7cc6a62c1e15d7fd995d4,54,30
b533dea24ada4dc5c1a9041d25d7c812,54,19
6460e331ee8f69c01f1423cca48d9991,52,45
1ebeec1bb9ce388ee2e00d401058ca8b,53,5
62246c16a32a0866943f17d7b42db940,56,25
99d3df1714b20b9eb9734e731927379a,54,7
04bc36cd51141e11c2cbbd188b6e47ca,54,7
b1d88d1e4179448cac98b8d433e23316,56,20
bd726a1bcd046edd7019cee8a66245f7,54,6
b19169c7cb8391fb8561e094d61c531a,52,17
25f680bf746bec3df11d48318ff015de,53,22
fbbc9a4fa88f1ccd651790df665b3e57,58,24
ab8e5f9b860cd703f5f647200c2c7b58,56,25
b157079a62d77688a0f66043aa1f0306,54,7
f9b03f7a6e5788ffb6cb6b4cd0d01892,52,37
96caf486ad384c707d860dbb4e519794,52,7
d2266b035a47467c40d174c6f55cf4dd,52,10
0e556f5eafbf3eb399290101b183b10e,56,7
bc0e0c28cbe995798d3afb7c7c75d269,54,9
45bff70fb7b99a5a33bc8ccb3786e170,53,7
d3f7c0e804b501782903f7af749eb797,52,7
12ca240539e7029e0328f0a410c12ad1,52,7
0ec61157a488963fe217233f74c52760,53,21
67adba02e0955286954975ea56f9d17f,53,17
2e8e21db96a8ab922e51cd297678c6b2,53,19
35d8c6d5e060ad24271ffda186312ef8,52,5
7e2dddf174cc4d2768bf39c43ab2bd7a,53,31
7ac6f4778cd283c6b76c66fe1e0d4431,58,11
a8846701b9f3e21e64c9062ed3f4dfd7,58,7
a909c24a30d5a05204ecb7ef3f11e321,58,7
96123b9ae5a9cdfd4efe5fe402a94675,58,19
7a36fa82d4bcff7d936c10be470b9c8e,60,13
555761ab2426364f42e9e018047df4e0,58,23
c46b48abd599551232324a6e9077bf19,60,8
95d31d53ccc53bca2c13fcd535d67526,58,10
8b388d845a3e8700444b971fa2bef902,62,34
1c4cafd25254eee31c8c9b8c141fb10a,60,21
0ca768c507d1fc3c61bd950bb1c5231a,56,27
1add1aa4c6e709fd74a4eb691a9fc6bc,60,7
5f834cc4ee109c58dff88c60b8ba5ecf,56,14
df30f88407baa98218b16abe7032899a,58,7
5f4c8250b9e6ee47971e0b19da4aa0f2,58,41
6e5fe7366a2e1bfbf3257dba0af1267f,57,7
3e9334d33c1e64167920675211fb1aee,56,16
d1eb8e4e276a4eea13a5c462c0765e60,62,8
36989eb07a0de2d3d3129eea35553875,62,7
e9555dc20eba7e4e62210df1f438ea00,58,7
0a5d7e24850c68bf00d39bd62a9a45ee,57,18
90bd4466c2905d7b5b56370149e62bcc,57,12
fb5114c39f632a52598cf770c6076620,58,10
3d58fd1ee438a43f2a826dda6b013519,60,17
b7026ba7432929d99880463305b8ce98,60,34
4723d255a158f5b6c5a872264e3529c5,58,7
cbbb524a0e1646aa6cf7a3c0bbe517ad,62,11
cac247cece621e1bc64748d44331d22d,62,30
e90f9a57c17a06b37c5830a2ab1bd209,60,7
83812118bb682267a9880ea1b261ac4b,64,27
80606b26965c5ed21e85a085e0667b63,64,44
c3d9e402b6a0fbe2a5f7fc5b41117c38,64,35
4b038a7f8dfc36755eca741381e379e3,58,45
5b1376fe61863fe3508011db309e35fe,64,13
4421f094ff828b78aba6d18db005821d,58,22
509a52223ecac6d67fb765b3b37c6974,62,19
03ffce741877a000ca0fb3520673d4c4,64,20
ad1aeeb1a99c9f021e38a49865bb812c,64,21
acf83f0e8fb878cb25197344426ed10b,64,8
cf47ad2fb60cae3f74b943646f685c94,64,18
5fe46d14177744ae2180101ce19bb414,62,25
d01f0aba52a4d7b2cca8d7623538a434,62,31
10d1e90a86d2be981a52b6a927c97dc5,66,32
39d0be719247e3b3a38846ba810197ea,68,34
09dd83f72b2516179cd46b81121fad23,62,48
3d7e8f32f5b59e005ccfc1076b4040b5,64,6
f883e09a1fb01318052c6ab839efb34a,62,17
9d664ec86be69d869bb6870294c4fdd8,64,22
676157c2d1075c88ea0009f8d7d2d389,66,33
4fb7f38042d214ada4d81cc23d228cc8,64,37
0c22166d9f7e5761e397affa5af438c7,65,21
59f26737bbeea8142a7e982cfce13e7a,64,7
c776863a93dc0740c6e7d78104b21413,64,64
d868cf92a5a1305fc7277c60062e81ac,66,17
57c0b0276ce0eaf721a4424bf077ce8b,66,32
b582532527260a8be949eac9f4d0ccff,66,15
82e4f033f60598903866557d89c9c042,66,20
1e8c2b738fde51956f03f1a59bc86003,66,27
de8f4a82099fe4fa6bcb8952ca51420f,64,7
91c96626f9e13b1b71a1f3e7ed52dd7a,66,17
c4f710df20f7d1500da1aef81a993f65,64,16
de1404a068c6c8c909897886a314bad7,72,20
d6e32818428593eefe8ffd7e15acb83e,66,8
2fbb05b3ee700e1897b9fa501e416005,66,15
021d08e4057e5b6414c8d2f69f4f72a0,72,22
1a2b0033f0b7a3116f00594ec5524344,74,14
ac00d3859c095d282f6bef69e0ed1b38,74,9
35d3a51724a47ef1d0b89911e39cc4ff,76,22
2631dba338efbcea9c3ace77ce210c01,94,70
e2ea01f68f92f0c55b08ca739af834b6,94,19
e6db6e9529fecbe14cd05dd349816656,44,6
08d7ec7381dc51d41a0e4d86314b7a98,42,15
bbcec25aefec973dfa1b9499147fdf76,42,16
f2dd5f15184c73c0d45c02941c7c23d1,48,7
0daff24b7abb3accd3e2638a0d5be0a0,41,7
8b94c85a97b61f51a419a57e451d4e3a,42,6
9a75a775d17d37cd19193fe02c3f21de,42,12
4fe2e8b329e56a00aba9b0136b46f00f,41,7
81e5043198a44ddeb226002ff55d8ad4,45,46
0ed46f17da8a1c3bd0ed5fdfc50decc4,44,12
09d557bf440b6c3b40cacfbb24fd5e28,46,7
c96867b4091191ba74279fc255656525,44,6
af9cf6a8b011e9fea2be4c295942e58b,42,15
3312588178a16638759fca54495ef50d,42,8
6248b0a9b547366913fb67922a7a2b77,44,19
588454faf6ae4ce8b0f387e19b7115a2,48,10
016dee69b3de35a39bfccee5309307c3,44,11
d8d04eeca6703f5545f4c25b8ace1ee9,43,15
a9a93c428c6103f2151bb63a1d32a520,44,16
d2e9aead95751dd6bd0ce80e7d506c53,42,6
d3a49dd2f9c21558b7a82c8f076f6c1d,42,37
fd930246eb1c751ee75add493e49ea34,44,10
33ef079ec39c1b46e6e552e038e67c5b,44,4
f7a4be4d6edb66bd0e62e91e1bbc9061,42,13
3aa779fc4b813797c16ac4f02fe808ec,46,12
3c54678edd9d58abadd6af16d0bce506,42,17
6f275c944d1814eca6bfbb2bcfa3b0ea,42,7
c022b7da8ab7a4a04bd561c8f765a14a,42,7
4e36d0170c671378f49f701a810360ae,52,10
b6e5aa946acc4e29e7069510f28a0bce,44,12
03b218d39c422c250f389120c531b61f,45,3
9c54a1816e487456bb7eb5082b9823ff,43,21
f2a5336cc1662ad56b16f4ed6e4b2de5,45,9
f6b63a36cd2dd4fd184e6da3f911a4de,42,6
0f91be4a9bf9ffd2c1ace53b9e5dd9e2,42,12
b8297ee8722ce94cc9a2e9263124cd36,42,12
6f748695717d537b882406da58acefec,48,32
91750e4d3d89e619cd557a6da400be06,43,12
fcda3cc8210e746326864eb933641ccf,42,12
77c75c0f9b0b1c5417b62c696c4734e5,44,7
3ac963599c50b9beedbcebb47eb33af9,42,29
0571cdb407bf04b419c94ffd7acbd874,42,10
6bc6b07e448bae52d248c4df401d6157,41,5
719b940ab2f1e351ffb14a0a02ffe3c4,45,36
90bf0d006edb962cf09943bf3e4ad217,42,7
5a4cc097e0e591ab3f150524b83d81af,41,11
4a571f5e71e16ce232386c80d485db65,42,12
76c6e866289321a7c93b82b54852dc33,41,9
882c1e2076610adab15e5a68430d2180,42,5
4269e9f98b1e74f0732bc93de6aaca6f,41,7
9b2e5e7107f9b0d28873782803e01ecd,47,8
1460b7b8fd63551dc68bfdffdc31edec,41,10
494c2e94dcd29167f5fe359a45aa879d,41,9
99a4238f13a11d486a5eabe5c8b1a1ab,41,7
91d1bf2b7745903cb0d17162d1bbd750,43,10
fbee80ef6891c144af8ff9dc788aaa89,52,103
4d1f73fde643f7a1d08d400816850265,42,16
e9beb67cf376905f8cd308ef0f02071d,41,4
35444785eacb17aeda6810ebd8dd188e,44,10
36aa7a4fce4353a2a7f6d2aa9448900f,44,13
09b38400b1601bc9dea9de02c710857f,47,9
230c830e0ace11bcabaf63deebbee836,43,18
7c0ff60ea08a0885a1404c299f7ed4f2,41,9
4799c38fa3f9263d65b42c5f923538c6,41,9
0eaa4845a6182d6b72de720fb976abd4,48,9
e660da13091dbe48784500c1c3e2fb75,44,22
ecfdcaa1a2dacb4e5297d8251b115002,48,9
e01e0edd184fa69973f66cfc1fde15b3,41,12
49c89a2aba7f8f079681f6967d846465,41,11
8dc67de08c1738a90e70f62f2920b432,41,6
6219ece1f053a3ffa649340e87cd93d2,46,13
6e4a67f3a94e46e6cc5af48093d14127,47,13
5d5b8c94e2bc6b963da5af8a4b02bf08,44,16
6744d76b253e71e06a89867248227b9c,54,26
1f59665af8c7408a7c633f9541644854,41,8
632ba34265b5449d1f742d24cacf1208,44,10
46f05e5ae3a2b822e2f4148d99f69ca4,50,10
cb71bbdb68e876878e7c73346725a901,41,20
de05dd73ee1b5a964eaa56f814c49851,45,4
7b4fb0197b18a0fd0e75f9e44b3fc757,48,11
3ab4eea6776259ae8dfbabaeffece352,50,7
e068276f5e75a66212f75b84ebfeaccf,51,8
ae917963181c56c14f8d0e873b1588ac,50,9
ba78eeba3ae33579487bedc08dce96be,43,16
7d86c4aa9e59504b23f16c7ca68954a7,43,70
7ead6c8726098bd70de2b16cac42df74,50,21
8c0a4c58ee098fea192d86cb195786e6,50,11
668ee4108169a1d58c55b20ddc3fa3c9,42,20
bc7bc14f585b1879f63e89cb0e4cfa17,43,9
a6e307f50d1a494a1ad373af7a748e1d,43,8
a1597cc7eca8c8d095e5de327444d9d0,43,19
71f86189760ff1dec6805f4fc7c6f52f,50,13
7cc5f7da21653de1b71a6f4ad590e5a1,42,17
ed6878f64d1bb00f07e210dfaaf9e4d3,48,11
1306d7999cdd320272eeea20f5768b77,43,11
44ed09232a24ad29cf2457b2780e806b,42,12
fdb3ef83ea6f7bef7d13bdd9b38da661,54,8
d1b32a0715fa2abd2ff4f3ec5e751964,47,13
1489856fc5e3169af6b06edbc1aeb1b1,42,10
d0a4948ce19a51837d5e24c26ab83d76,53,12
6ff09113fd48861d786d40583b7f2aa3,52,17
20550ea4a86fb3f3cc065b2598ebb01c,41,8
d62c14881563a74903e7d10f685406aa,52,10
06dec2690e0cd75d327646a81fdba74d,42,17
c52edad050bea3d2f56fbc6be373c44f,47,20
529c56bdb881d790cc51c6eea4f7b004,47,17
d6d7c431275f0029dcc3538850930046,52,11
329465dad46fffab333860e92e7ac984,44,17
f878206572adfa47110fed4947806589,52,7
39a82394b2cec13982585114e7f6838f,41,17
200f4d883fcc701355e46b8c6035743f,56,11
7ece3f32d060f91a98d50279ab15ebaf,47,15
55b2e390d5d80ada31ad1b795ebeb087,46,12
6cf5d7a6b6eb9cad292da0b65d6c010e,50,14
abbbf52551bc34cd52a7851c06dfca90,46,68
e224d9d6fa66b26b8b86e73d2852136c,57,11
16976f8e43d0c9ee6079e3ed9eaa4fed,46,12
8d25f73f2fe9c225dff2232fd1e7c89b,42,15
bab0a62e41a5f0abc7f04989cdd7a6fd,52,17
9fb6e7ca3a34e0500eb810d98b00b81d,47,11
e3e80c87ef38162cf2d0fb01c481f5df,44,12
d01c0baa4630bdd8a5d0266931837209,45,7
a6dfab363a9e239287c4b1e3c275fb93,46,19
035ab6fc3b7f9d16f714a337ee63b7be,49,14
9758e655b4d2fca01c69a4dde9d4fb5b,51,9
8b93f79b1a4d6b3388dab2356493c0b3,46,11
9dc6746a8f29fafaa637f2239a9f3d28,47,6
354ca44327bb555017ef42fd921ada11,43,1
aac01d5ce6fab5aa0e191d71aedbaa3c,45,11
c7da1b57f7d2251252370bc7d94168fe,46,12
9ee391a01004a9f330f16ebf9f7f0966,46,10
c3ad507aba1f6b47354085e7e6bed0cf,52,18
e3f7a673dd1981e0d7b330c8a7220220,49,13
4d7b93709f08f674ff9d2185fd811cf9,42,6
df537c849af44beef86a7ef7de12126a,54,10
5836a9fd173a29689e12bf421d2d280b,43,8
e40815dcb739e03cb2c06547ef7c3092,45,12
dba1b6fd34a7fd5961e829fa902ca702,45,4
b0f913cb83681e8a8563b96b641b3e1b,45,9
b95df3cef5297e79ef709ba256518f6f,42,5
e48db3b231e0ad61656e81b4c9311dad,42,13
be09f109e6aa72ccad1f72f521f8d525,44,14
d6d06ebdeab0297fe7460931b29b4422,44,8
4bdbe1f2d1b360c34d90175e10ec090b,42,57
3937ff0dcfc2d3e0ccf73d9b6521611a,49,27
aa799c67bfe59b0de24f6db1dc1b776e,44,3
d469b51abffc6d74299c8a0a56db5314,53,17
e76d6d6fbbef90b49c986259f44d2c20,42,13
15b1aceab346b46189a6eea3b6f4b951,46,12
942cb81b8e0a2f33510159729f69d8b1,49,14
0ec04706b50b8bc69a14dff0d6a26f13,46,5
a7765f04ecc5f2e0683f08a97ee8174e,44,9
7ab9c55c59eaeea579d047e2d8aaed81,52,9
2d2bd0487565c23b4bcc0b29a41da55a,44,8
73558fe683b9ce228381cf2ca678d322,53,18
594bad57a253656f86d8282c5365be89,47,13
bb0ef554fe35f069cb84d62115f885f0,45,4
b4e9e179195a7cee910bf458c5b6e01e,49,13
59db0cf65fd439e6e76ec105e3aa421c,47,23
24040647efd179bd506acacbbbabd838,45,14
5ffbbd67f14392efe8fd533d38cd1338,47,9
c9d0365e799572906dd4a83e17d1b6e5,45,8
7002a78c79c519ac54022d4f8a65e6e8,55,17
917ca364b9fb9460dee6ea613ee2a5ab,49,21
775eb0ae1891c8dd8f12c2f8c6850006,47,11
2a3d1cc4337b1cc9157560f6b1ca5802,49,15
6a4c99d30fea593a981e1ab8e2605313,41,7
81251f18621a822ad5b09593dfee4fc9,53,5
abfb34ed11820c7247adfb30fe5bb7ae,54,11
6f6b636fb54260d97e6124e137986824,44,8
8c10b4712b6c450e49bcfb6b1e48449f,47,10
c004caad90ab5b86dcc0e253eee4491b,46,15
7090c88db4158f89d839c794cdd73272,45,9
6d02a007afc7698b7dd60ffb07514d1c,45,15
894edb990c70b85e810f6a5869ed3075,41,16
956f15dfe9a7f2414a02c445fdbb865a,54,11
b033a34245ae159e80dd599b3c5cb92f,45,13
1e6025fd19451c74352d0bbf6a218bf6,48,12
e19721a12bc1caeb2095db14d8d6fc4e,46,16
984b006a1482a4e7916421a663b1e800,45,9
91c52e15672343c61768b4d10597eea8,46,9
55090b3dd39aed5a2019b57cce6b174d,48,45
cba1cb073e8cf5375b9f786704de8e80,45,9
bf4931e6025b2bdd77ffa4264659c9e6,48,9
c52497bdac8af9917fe744d605bdc43b,46,4
ffd5efbd46bbf72ad374862a05ef4c72,43,13
c9f7bcb4ff5c6c8e661cb6cd7fd0974b,45,7
c79fcf430e3532739c1344bdc0a021db,42,14
4c379ba0590506b26a68dc00e29ba8ba,45,8
ee55010a370e987f203499f435a59847,45,3
0c8675dc2e52ab52977a76d810e45303,47,3
adebb4dfc650b98f7c7e38bb11cb0aa9,46,4
c95faff6a7398b926ba8b0f23c9b2ea9,42,11
95e4477d8423c69a93c55d840e02d9ba,47,12
3bd5b53dee9d54938f56208bcc03d855,58,8
4deb2316dadf42f0daa6b8965d384ba8,46,7
062f0992a050330334749ffa530fa796,48,13
9a535db7017bc4d84dcfdd14e9a8cfcc,45,7
99e3f90c535337b45eace6f8a8a9400f,57,8
80e9acbfd99b46609bded7263945fe15,47,11
1a4bf675df415785d3d9b3f3521988a7,46,7
b92e445b2b63be72a4cd1001e20826bd,41,11
1400d6665ba7f18ed06ea15ab083203f,44,14
e9740abcb66dbd659a343d7fbf2af04f,42,14
e6ba7ef3fa398a176291132b06cd519e,48,13
aa04ef5214580b06b10e2a378300db44,48,11
eabfb81cf01d772d65405ff27c793ddb,55,9
0957ed870116e596b800540427c61497,49,9
6f7390ae95a89ea985e0d81b189e96d5,48,10
4f95977893357c1a4a9ab91107e78cf5,45,7
d7adae346e57bdec9293128a1130a183,41,23
d7d8ca5f25aac4f5efce2a0dc6133672,44,16
0f8cf123486438ffdee527bf82ec87d4,44,13
91735aed391322fa8924dbce615566b8,42,7
001dbc16dc51075e987543d23a0507c7,50,15
171398a0cd843c65ac78aee9e05a1f49,60,15
c8aea852a760205e92591d5053231e07,51,12
90b27d5506a9be4b5fb162ac5857d2b7,48,3
